rank,artist_names,track_name,streams,week_date,artist_type
37,BTS,2,278444,2026-04-16,
38,Hyper Act,Hanya Aku,276462,2026-04-16,
39,Ravyn Lenae,Love Me Not,276175,2026-04-16,
40,Djo,End of Beginning,273701,2026-04-16,
41,"Fourtwnty, Charita Utami",Mangu,266842,2026-04-16,
42,The Script,The Man Who Can't Be Moved,266476,2026-04-16,
43,Alpha,P Ramlee Saloma,260906,2026-04-16,
44,Bruno Mars,It Will Rain,260070,2026-04-16,
45,Justin Bieber,Favorite Girl,258459,2026-04-16,
46,Justin Bieber,Sorry,254497,2026-04-16,
47,BTS,Hooligan,251526,2026-04-16,
48,Justin Bieber,DAISIES,245631,2026-04-16,
49,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),242048,2026-04-16,
50,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",239236,2026-04-16,
51,Bruno Mars,Locked out of Heaven,239168,2026-04-16,
52,Mega,Sekuntum Bunga Sakura Di Gurun Sahara,232791,2026-04-16,
53,Bruno Mars,When I Was Your Man,232292,2026-04-16,
54,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),230717,2026-04-16,
55,Hafiz Suip,Bahagiamu Deritaku,230430,2026-04-16,
56,"DJ Snake, Justin Bieber",Let Me Love You,229702,2026-04-16,
57,Alyah,Sesal Separuh Nyawa,228038,2026-04-16,
58,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,227350,2026-04-16,
59,Hearts2Hearts,RUDE!,225463,2026-04-16,
60,Raim Laode,Lesung Pipi,219826,2026-04-16,
61,Hyper Act,Takkan Pergi,218554,2026-04-16,
62,BTS,NORMAL,218378,2026-04-16,
63,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),211777,2026-04-16,
64,Bruno Mars,Talking to the Moon,211137,2026-04-16,
65,"Tenxi, Suisei, Jemsii",mejikuhibiniu,208532,2026-04-16,
66,Bruno Mars,Just the Way You Are,208162,2026-04-16,
67,KATSEYE,PINKY UP,207435,2026-04-16,
68,Pamungkas,Monolog,206070,2026-04-16,
69,One Direction,Night Changes,201330,2026-04-16,
70,D’MASIV,Cinta Ini Membunuhku,200006,2026-04-16,
71,Raim Laode,Bersenja Gurau,199108,2026-04-16,
72,ALYPH,Ingat,198127,2026-04-16,
73,SAMSONS,Kenangan Terindah,197939,2026-04-16,
74,Bruno Mars,That's What I Like,197861,2026-04-16,
75,Ariana Grande,we can't be friends (wait for your love),197768,2026-04-16,
76,BTS,FYA,196926,2026-04-16,
77,Insomniacks,Sempurna,196346,2026-04-16,
78,Jin,Don’t Say You Love Me,196293,2026-04-16,
79,KATSEYE,Gabriela,193207,2026-04-16,
80,"Maroon 5, Wiz Khalifa",Payphone,192306,2026-04-16,
81,Lyodra,Pesan Terakhir,191308,2026-04-16,
82,Gigi Perez,Sailor Song,190925,2026-04-16,
83,She & Him,I Thought I Saw Your Face Today,190416,2026-04-16,
84,BTS,Like Animals,189749,2026-04-16,
85,Insomniacks,Pulang,187628,2026-04-16,
86,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,187178,2026-04-16,
87,Anggis Devaki,Dirimu Yang Dulu,186776,2026-04-16,
88,Daniel Caesar,Always,185165,2026-04-16,
89,Rahmat,Siapa Di Hatimu,183547,2026-04-16,
90,Ara Johari,Menjaga Jodoh Orang Lain,182989,2026-04-16,
91,BTS,they don’t know ’bout us,182959,2026-04-16,
92,Sufian Suhaimi,Di Matamu,181570,2026-04-16,
93,JENNIE,like JENNIE,180742,2026-04-16,
94,"dia, Tenxi",SENCY,179978,2026-04-16,
95,Batas Senja,Nanti Kita Seperti Ini,179974,2026-04-16,
96,BTS,Aliens,179495,2026-04-16,
97,"Justin Bieber, Jaden",Never Say Never,178460,2026-04-16,
98,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),177481,2026-04-16,
99,Lana Del Rey,Cinnamon Girl,177088,2026-04-16,
100,Hindia,everything u are,175162,2026-04-16,
101,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,174926,2026-04-16,
102,Drama Band,Biarkanlah,173431,2026-04-16,
103,Madison Beer,bittersweet,173283,2026-04-16,
104,Arctic Monkeys,I Wanna Be Yours,173081,2026-04-16,
105,Raim Laode,Iqro',172465,2026-04-16,
106,Sabrina Carpenter,Manchild,172247,2026-04-16,
107,"Zizan Razak, Kaka Azraff",Bawaku Pergi,171478,2026-04-16,
108,Natasya Sabella,Menerima Luka,168433,2026-04-16,
109,BTS,Merry Go Round,168176,2026-04-16,
110,Nadin Amizah,Di Akhir Perang,166662,2026-04-16,
111,d4vd,Here With Me,165681,2026-04-16,
112,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),164513,2026-04-16,
113,Charlie Puth,Attention,164378,2026-04-16,
114,Insomniacks,Reminisensi,164010,2026-04-16,
115,"The Weeknd, Daft Punk",Starboy,163795,2026-04-16,
116,Luqman Faiz,Kepuraanmu,162500,2026-04-16,
117,Hindia,Rumah Ke Rumah,162495,2026-04-16,
118,Cigarettes After Sex,Cry,162163,2026-04-16,
119,Bruno Mars,I Just Might,161712,2026-04-16,
120,Mahalini,Bawa Dia Kembali,161646,2026-04-16,
121,Sheila On 7,Dan...,160959,2026-04-16,
122,Justin Bieber,What Do You Mean?,160875,2026-04-16,
123,The Lantis,Bunga Maaf,160151,2026-04-16,
124,The Marías,No One Noticed,159381,2026-04-16,
125,Cakra Khan,Kekasih Bayangan,158458,2026-04-16,
126,"Tenxi, Jemsii",Bintang 5,158304,2026-04-16,
127,Justin Bieber,One Time,158251,2026-04-16,
128,Bruno Mars,Versace on the Floor,157701,2026-04-16,
129,The 1975,About You,156805,2026-04-16,
130,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),156398,2026-04-16,
131,Hyper Act,Harapan,156145,2026-04-16,
132,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,155850,2026-04-16,
133,BTS,Please,155499,2026-04-16,
134,Raim Laode,Komang,154870,2026-04-16,
135,SZA,Nobody Gets Me,153284,2026-04-16,
136,BTS,One More Night,152420,2026-04-16,
137,Andmesh,Anugerah Terindah,152284,2026-04-16,
138,Nadin Amizah,Rayuan Perempuan Gila,149864,2026-04-16,
139,Malcolm Todd,Earrings,149807,2026-04-16,
140,Taylor Swift,Opalite,149644,2026-04-16,
141,Backstreet Boys,Shape of My Heart,149594,2026-04-16,
142,New West,Those Eyes,148960,2026-04-16,
143,Budak Kacamata,Bintang,148797,2026-04-16,
144,The Weeknd,Die For You,148529,2026-04-16,
145,Hazama,Relakan Jiwa,147738,2026-04-16,
146,Sofaz,Dan Bila Esok,147533,2026-04-16,
147,Harry Styles,Sign of the Times,147393,2026-04-16,
148,Anuar Zain,Sedetik Lebih,147075,2026-04-16,
149,SZA,Snooze,146878,2026-04-16,
150,BTS,Into the Sun,146847,2026-04-16,
151,"马也_Crabbit, Cole先生",海屿你,146380,2026-04-16,
152,Noh Salleh,Rahsia Tuhan,146181,2026-04-16,
153,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),145126,2026-04-16,
154,Justin Bieber,Company,145056,2026-04-16,
155,Black,Sofea Jane,144710,2026-04-16,
156,Naufal Syachreza,SUPER EKSIS,144284,2026-04-16,
157,"The Chainsmokers, Halsey",Closer,142942,2026-04-16,
158,Olivia Rodrigo,traitor,142520,2026-04-16,
159,Ed Sheeran,Perfect,142353,2026-04-16,
160,Cigarettes After Sex,Apocalypse,141930,2026-04-16,
161,Keane,Somewhere Only We Know,141879,2026-04-16,
162,Shawn Mendes,Treat You Better,141858,2026-04-16,
163,For Revenge,Serana,141298,2026-04-16,
164,Rombongan Bodonk Koplo,Kasih Tau Mama (Malam Minggu),141269,2026-04-16,
165,"Suara Kayu, Feby Putri",Kembali Pulang,141248,2026-04-16,
166,"Feby Putri, Fiersa Besari",Runtuh,141218,2026-04-16,
167,Noah,Separuh Aku,140991,2026-04-16,
168,Judika,Aku Yang Tersakiti,140430,2026-04-16,
169,Sufian Suhaimi,Terakhir,140389,2026-04-16,
170,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),140350,2026-04-16,
171,Joji,SLOW DANCING IN THE DARK,140099,2026-04-16,
172,Kerispatih,Tapi Bukan Aku,140039,2026-04-16,
173,Daniel Caesar,Superpowers,139870,2026-04-16,
174,Coldplay,Yellow,139210,2026-04-16,
175,Batas Senja,Kita Usahakan Lagi,138897,2026-04-16,
176,"Zynakal, Zamir Harith, Mojack Hafiz, Bel Janni",Dalam Diam,138877,2026-04-16,
177,Fabio Asher,Rumah Singgah,138474,2026-04-16,
178,"Ariana Grande, The Weeknd",Love Me Harder,138287,2026-04-16,
179,Gracie Abrams,That’s So True,137799,2026-04-16,
180,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",137799,2026-04-16,
181,SZA,Kill Bill,136469,2026-04-16,
182,"Kendrick Lamar, SZA",luther (with sza),136466,2026-04-16,
183,The Neighbourhood,Sweater Weather,136385,2026-04-16,
184,ROSÉ,number one girl,135913,2026-04-16,
185,Slam,Tak Mungkin Berpaling,135895,2026-04-16,
186,Justin Bieber,One Less Lonely Girl,135765,2026-04-16,
187,Malcolm Todd,Sweet Boy,135474,2026-04-16,
188,Sabrina Carpenter,Espresso,135205,2026-04-16,
189,Afgan,Jodoh Pasti Bertemu,135137,2026-04-16,
190,Olivia Dean,Man I Need,134039,2026-04-16,
191,Ed Sheeran,Photograph,133967,2026-04-16,
192,Iklim,Bukan Ku Tak Sudi,133807,2026-04-16,
193,dia,EEEE A,133663,2026-04-16,
194,Harry Styles,As It Was,133559,2026-04-16,
195,RAYE,WHERE IS MY HUSBAND!,133438,2026-04-16,
196,"Daiyan Trisha, Alfie Zumi",Jom Raya,133142,2026-04-16,
197,"ROSÉ, Bruno Mars",APT.,132755,2026-04-16,
198,Coldplay,Sparks,132676,2026-04-16,
199,Seventeen,Untuk Mencintaimu,131968,2026-04-16,
200,Exists,Alasanmu,131934,2026-04-16,
1,Bruno Mars,Risk It All,1027640,2026-04-16,
2,Piche Kota,Bahagia Lagi,633526,2026-04-16,
3,Nadhif Basalamah,kota ini tak sama tanpamu,588762,2026-04-16,
4,BTS,SWIM,501800,2026-04-16,
5,"Justin Bieber, Nicki Minaj",Beauty And A Beat,496628,2026-04-16,
6,Adira Suhaimi,Sayang Orang Sama,496477,2026-04-16,
7,Aisha Retno,Jodoh Lebaran,492526,2026-04-16,
8,Sal Priadi,Ada titik-titik di ujung doa,474464,2026-04-16,
9,Nadhif Basalamah,bergema sampai selamanya,473959,2026-04-16,
10,Mojo,Romancinta,458428,2026-04-16,
11,Idgitaf,Sedia Aku Sebelum Hujan,417315,2026-04-16,
12,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",396173,2026-04-16,
13,"Sean Kingston, Justin Bieber",Eenie Meenie,377861,2026-04-16,
14,Katy Perry,The One That Got Away,349858,2026-04-16,
15,sombr,back to friends,346829,2026-04-16,
16,SIENNA SPIRO,Die On This Hill,337525,2026-04-16,
17,"dia, INDAHKUS",MALU MALU,334919,2026-04-16,
18,"Justin Bieber, Ludacris",Baby,330073,2026-04-16,
19,Billie Eilish,WILDFLOWER,327584,2026-04-16,
20,"Dave, Tems",Raindance (feat. Tems),313057,2026-04-16,
21,Justin Bieber,That Should Be Me,306619,2026-04-16,
22,Taylor Swift,The Fate of Ophelia,297649,2026-04-16,
23,Olivia Dean,So Easy (To Fall In Love),297442,2026-04-16,
24,Daniel Caesar,Who Knows,296528,2026-04-16,
25,"Tame Impala, JENNIE",Dracula - JENNIE Remix,294856,2026-04-16,
26,Ifan Seventeen,Jangan Paksa Rindu - Beda,293706,2026-04-16,
27,Justin Bieber,Love Yourself,293700,2026-04-16,
28,"Lady Gaga, Bruno Mars",Die With A Smile,292020,2026-04-16,
29,Dominic Fike,Babydoll,291550,2026-04-16,
30,Nadhif Basalamah,penjaga hati,289159,2026-04-16,
31,"Justin Bieber, Chance the Rapper",Confident,289123,2026-04-16,
32,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,287369,2026-04-16,
33,Justin Bieber,Ghost,286723,2026-04-16,
34,BTS,Body to Body,286644,2026-04-16,
35,Billie Eilish,BIRDS OF A FEATHER,282433,2026-04-16,
36,Naykilla,SO ASU,278544,2026-04-16,
37,BTS,2,278444,2026-04-16,
38,Hyper Act,Hanya Aku,276462,2026-04-16,
39,Ravyn Lenae,Love Me Not,276175,2026-04-16,
40,Djo,End of Beginning,273701,2026-04-16,
41,"Fourtwnty, Charita Utami",Mangu,266842,2026-04-16,
42,The Script,The Man Who Can't Be Moved,266476,2026-04-16,
43,Alpha,P Ramlee Saloma,260906,2026-04-16,
44,Bruno Mars,It Will Rain,260070,2026-04-16,
45,Justin Bieber,Favorite Girl,258459,2026-04-16,
46,Justin Bieber,Sorry,254497,2026-04-16,
47,BTS,Hooligan,251526,2026-04-16,
48,Justin Bieber,DAISIES,245631,2026-04-16,
49,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),242048,2026-04-16,
50,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",239236,2026-04-16,
51,Bruno Mars,Locked out of Heaven,239168,2026-04-16,
52,Mega,Sekuntum Bunga Sakura Di Gurun Sahara,232791,2026-04-16,
53,Bruno Mars,When I Was Your Man,232292,2026-04-16,
54,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),230717,2026-04-16,
55,Hafiz Suip,Bahagiamu Deritaku,230430,2026-04-16,
56,"DJ Snake, Justin Bieber",Let Me Love You,229702,2026-04-16,
57,Alyah,Sesal Separuh Nyawa,228038,2026-04-16,
58,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,227350,2026-04-16,
59,Hearts2Hearts,RUDE!,225463,2026-04-16,
60,Raim Laode,Lesung Pipi,219826,2026-04-16,
61,Hyper Act,Takkan Pergi,218554,2026-04-16,
62,BTS,NORMAL,218378,2026-04-16,
63,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),211777,2026-04-16,
64,Bruno Mars,Talking to the Moon,211137,2026-04-16,
65,"Tenxi, Suisei, Jemsii",mejikuhibiniu,208532,2026-04-16,
66,Bruno Mars,Just the Way You Are,208162,2026-04-16,
67,KATSEYE,PINKY UP,207435,2026-04-16,
68,Pamungkas,Monolog,206070,2026-04-16,
69,One Direction,Night Changes,201330,2026-04-16,
70,D’MASIV,Cinta Ini Membunuhku,200006,2026-04-16,
71,Raim Laode,Bersenja Gurau,199108,2026-04-16,
72,ALYPH,Ingat,198127,2026-04-16,
73,SAMSONS,Kenangan Terindah,197939,2026-04-16,
74,Bruno Mars,That's What I Like,197861,2026-04-16,
75,Ariana Grande,we can't be friends (wait for your love),197768,2026-04-16,
76,BTS,FYA,196926,2026-04-16,
77,Insomniacks,Sempurna,196346,2026-04-16,
78,Jin,Don’t Say You Love Me,196293,2026-04-16,
79,KATSEYE,Gabriela,193207,2026-04-16,
80,"Maroon 5, Wiz Khalifa",Payphone,192306,2026-04-16,
81,Lyodra,Pesan Terakhir,191308,2026-04-16,
82,Gigi Perez,Sailor Song,190925,2026-04-16,
83,She & Him,I Thought I Saw Your Face Today,190416,2026-04-16,
84,BTS,Like Animals,189749,2026-04-16,
85,Insomniacks,Pulang,187628,2026-04-16,
86,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,187178,2026-04-16,
87,Anggis Devaki,Dirimu Yang Dulu,186776,2026-04-16,
88,Daniel Caesar,Always,185165,2026-04-16,
89,Rahmat,Siapa Di Hatimu,183547,2026-04-16,
90,Ara Johari,Menjaga Jodoh Orang Lain,182989,2026-04-16,
91,BTS,they don’t know ’bout us,182959,2026-04-16,
92,Sufian Suhaimi,Di Matamu,181570,2026-04-16,
93,JENNIE,like JENNIE,180742,2026-04-16,
94,"dia, Tenxi",SENCY,179978,2026-04-16,
95,Batas Senja,Nanti Kita Seperti Ini,179974,2026-04-16,
96,BTS,Aliens,179495,2026-04-16,
97,"Justin Bieber, Jaden",Never Say Never,178460,2026-04-16,
98,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),177481,2026-04-16,
99,Lana Del Rey,Cinnamon Girl,177088,2026-04-16,
100,Hindia,everything u are,175162,2026-04-16,
101,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,174926,2026-04-16,
102,Drama Band,Biarkanlah,173431,2026-04-16,
103,Madison Beer,bittersweet,173283,2026-04-16,
104,Arctic Monkeys,I Wanna Be Yours,173081,2026-04-16,
105,Raim Laode,Iqro',172465,2026-04-16,
106,Sabrina Carpenter,Manchild,172247,2026-04-16,
107,"Zizan Razak, Kaka Azraff",Bawaku Pergi,171478,2026-04-16,
108,Natasya Sabella,Menerima Luka,168433,2026-04-16,
109,BTS,Merry Go Round,168176,2026-04-16,
110,Nadin Amizah,Di Akhir Perang,166662,2026-04-16,
111,d4vd,Here With Me,165681,2026-04-16,
112,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),164513,2026-04-16,
113,Charlie Puth,Attention,164378,2026-04-16,
114,Insomniacks,Reminisensi,164010,2026-04-16,
115,"The Weeknd, Daft Punk",Starboy,163795,2026-04-16,
116,Luqman Faiz,Kepuraanmu,162500,2026-04-16,
117,Hindia,Rumah Ke Rumah,162495,2026-04-16,
118,Cigarettes After Sex,Cry,162163,2026-04-16,
119,Bruno Mars,I Just Might,161712,2026-04-16,
120,Mahalini,Bawa Dia Kembali,161646,2026-04-16,
121,Sheila On 7,Dan...,160959,2026-04-16,
122,Justin Bieber,What Do You Mean?,160875,2026-04-16,
123,The Lantis,Bunga Maaf,160151,2026-04-16,
124,The Marías,No One Noticed,159381,2026-04-16,
125,Cakra Khan,Kekasih Bayangan,158458,2026-04-16,
126,"Tenxi, Jemsii",Bintang 5,158304,2026-04-16,
127,Justin Bieber,One Time,158251,2026-04-16,
128,Bruno Mars,Versace on the Floor,157701,2026-04-16,
129,The 1975,About You,156805,2026-04-16,
130,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),156398,2026-04-16,
131,Hyper Act,Harapan,156145,2026-04-16,
132,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,155850,2026-04-16,
133,BTS,Please,155499,2026-04-16,
134,Raim Laode,Komang,154870,2026-04-16,
135,SZA,Nobody Gets Me,153284,2026-04-16,
136,BTS,One More Night,152420,2026-04-16,
137,Andmesh,Anugerah Terindah,152284,2026-04-16,
138,Nadin Amizah,Rayuan Perempuan Gila,149864,2026-04-16,
139,Malcolm Todd,Earrings,149807,2026-04-16,
140,Taylor Swift,Opalite,149644,2026-04-16,
141,Backstreet Boys,Shape of My Heart,149594,2026-04-16,
142,New West,Those Eyes,148960,2026-04-16,
143,Budak Kacamata,Bintang,148797,2026-04-16,
144,The Weeknd,Die For You,148529,2026-04-16,
145,Hazama,Relakan Jiwa,147738,2026-04-16,
146,Sofaz,Dan Bila Esok,147533,2026-04-16,
147,Harry Styles,Sign of the Times,147393,2026-04-16,
148,Anuar Zain,Sedetik Lebih,147075,2026-04-16,
149,SZA,Snooze,146878,2026-04-16,
150,BTS,Into the Sun,146847,2026-04-16,
151,"马也_Crabbit, Cole先生",海屿你,146380,2026-04-16,
152,Noh Salleh,Rahsia Tuhan,146181,2026-04-16,
153,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),145126,2026-04-16,
154,Justin Bieber,Company,145056,2026-04-16,
155,Black,Sofea Jane,144710,2026-04-16,
156,Naufal Syachreza,SUPER EKSIS,144284,2026-04-16,
157,"The Chainsmokers, Halsey",Closer,142942,2026-04-16,
158,Olivia Rodrigo,traitor,142520,2026-04-16,
159,Ed Sheeran,Perfect,142353,2026-04-16,
160,Cigarettes After Sex,Apocalypse,141930,2026-04-16,
161,Keane,Somewhere Only We Know,141879,2026-04-16,
162,Shawn Mendes,Treat You Better,141858,2026-04-16,
163,For Revenge,Serana,141298,2026-04-16,
164,Rombongan Bodonk Koplo,Kasih Tau Mama (Malam Minggu),141269,2026-04-16,
165,"Suara Kayu, Feby Putri",Kembali Pulang,141248,2026-04-16,
166,"Feby Putri, Fiersa Besari",Runtuh,141218,2026-04-16,
167,Noah,Separuh Aku,140991,2026-04-16,
168,Judika,Aku Yang Tersakiti,140430,2026-04-16,
169,Sufian Suhaimi,Terakhir,140389,2026-04-16,
170,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),140350,2026-04-16,
171,Joji,SLOW DANCING IN THE DARK,140099,2026-04-16,
172,Kerispatih,Tapi Bukan Aku,140039,2026-04-16,
173,Daniel Caesar,Superpowers,139870,2026-04-16,
174,Coldplay,Yellow,139210,2026-04-16,
175,Batas Senja,Kita Usahakan Lagi,138897,2026-04-16,
176,"Zynakal, Zamir Harith, Mojack Hafiz, Bel Janni",Dalam Diam,138877,2026-04-16,
177,Fabio Asher,Rumah Singgah,138474,2026-04-16,
178,"Ariana Grande, The Weeknd",Love Me Harder,138287,2026-04-16,
179,Gracie Abrams,That’s So True,137799,2026-04-16,
180,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",137799,2026-04-16,
181,SZA,Kill Bill,136469,2026-04-16,
182,"Kendrick Lamar, SZA",luther (with sza),136466,2026-04-16,
183,The Neighbourhood,Sweater Weather,136385,2026-04-16,
184,ROSÉ,number one girl,135913,2026-04-16,
185,Slam,Tak Mungkin Berpaling,135895,2026-04-16,
186,Justin Bieber,One Less Lonely Girl,135765,2026-04-16,
187,Malcolm Todd,Sweet Boy,135474,2026-04-16,
188,Sabrina Carpenter,Espresso,135205,2026-04-16,
189,Afgan,Jodoh Pasti Bertemu,135137,2026-04-16,
190,Olivia Dean,Man I Need,134039,2026-04-16,
191,Ed Sheeran,Photograph,133967,2026-04-16,
192,Iklim,Bukan Ku Tak Sudi,133807,2026-04-16,
193,dia,EEEE A,133663,2026-04-16,
194,Harry Styles,As It Was,133559,2026-04-16,
195,RAYE,WHERE IS MY HUSBAND!,133438,2026-04-16,
196,"Daiyan Trisha, Alfie Zumi",Jom Raya,133142,2026-04-16,
197,"ROSÉ, Bruno Mars",APT.,132755,2026-04-16,
198,Coldplay,Sparks,132676,2026-04-16,
199,Seventeen,Untuk Mencintaimu,131968,2026-04-16,
200,Exists,Alasanmu,131934,2026-04-16,
1,Bruno Mars,Risk It All,1010485,2026-04-02,
2,BTS,SWIM,742466,2026-04-02,
3,Aisha Retno,Jodoh Lebaran,728156,2026-04-02,
4,Piche Kota,Bahagia Lagi,627233,2026-04-02,
5,Nadhif Basalamah,kota ini tak sama tanpamu,592468,2026-04-02,
6,Nadhif Basalamah,bergema sampai selamanya,475346,2026-04-02,
7,Idgitaf,Sedia Aku Sebelum Hujan,443470,2026-04-02,
8,Sal Priadi,Ada titik-titik di ujung doa,441092,2026-04-02,
9,BTS,Body to Body,431010,2026-04-02,
10,SIENNA SPIRO,Die On This Hill,387908,2026-04-02,
11,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",368612,2026-04-02,
12,"dia, INDAHKUS",MALU MALU,347837,2026-04-02,
13,BTS,NORMAL,343788,2026-04-02,
14,sombr,back to friends,334721,2026-04-02,
15,BTS,Hooligan,326629,2026-04-02,
16,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,325160,2026-04-02,
17,Adira Suhaimi,Sayang Orang Sama,322621,2026-04-02,
18,Billie Eilish,WILDFLOWER,316820,2026-04-02,
19,"Dave, Tems",Raindance (feat. Tems),313772,2026-04-02,
20,Olivia Dean,So Easy (To Fall In Love),310501,2026-04-02,
21,Taylor Swift,The Fate of Ophelia,308691,2026-04-02,
22,Naykilla,SO ASU,304332,2026-04-02,
23,BTS,2,297436,2026-04-02,
24,BTS,FYA,296725,2026-04-02,
25,BTS,Like Animals,290568,2026-04-02,
26,Mojo,Romancinta,287973,2026-04-02,
27,Nadhif Basalamah,penjaga hati,285642,2026-04-02,
28,"Lady Gaga, Bruno Mars",Die With A Smile,277454,2026-04-02,
29,Djo,End of Beginning,271957,2026-04-02,
30,BTS,Aliens,270744,2026-04-02,
31,Dominic Fike,Babydoll,270007,2026-04-02,
32,Ravyn Lenae,Love Me Not,266406,2026-04-02,
33,Hyper Act,Hanya Aku,266125,2026-04-02,
34,Billie Eilish,BIRDS OF A FEATHER,264247,2026-04-02,
35,BTS,they don’t know ’bout us,261565,2026-04-02,
36,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),258997,2026-04-02,
37,BTS,Merry Go Round,256906,2026-04-02,
38,Bruno Mars,It Will Rain,250615,2026-04-02,
39,Daniel Caesar,Who Knows,250468,2026-04-02,
40,Alpha,P Ramlee Saloma,250306,2026-04-02,
41,Jin,Don’t Say You Love Me,250231,2026-04-02,
42,Mega,Sekuntum Bunga Sakura Di Gurun Sahara,247045,2026-04-02,
43,The Script,The Man Who Can't Be Moved,239775,2026-04-02,
44,Hearts2Hearts,RUDE!,239375,2026-04-02,
45,"Fourtwnty, Charita Utami",Mangu,239172,2026-04-02,
46,BTS,One More Night,238605,2026-04-02,
47,BTS,Please,234500,2026-04-02,
48,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,234374,2026-04-02,
49,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",234120,2026-04-02,
50,Katy Perry,The One That Got Away,228230,2026-04-02,
51,"Daiyan Trisha, Alfie Zumi",Jom Raya,225476,2026-04-02,
52,Alyah,Sesal Separuh Nyawa,220903,2026-04-02,
53,"Amira Othman, Irfan Haris",Bincang Raya,220605,2026-04-02,
54,Hafiz Suip,Bahagiamu Deritaku,216397,2026-04-02,
55,Sufian Suhaimi,Kasih Lebaran,212121,2026-04-02,
56,"Tenxi, Suisei, Jemsii",mejikuhibiniu,211858,2026-04-02,
57,ALYPH,Ingat,209208,2026-04-02,
58,BTS,Into the Sun,208934,2026-04-02,
59,KATSEYE,Gabriela,206154,2026-04-02,
60,"Tame Impala, JENNIE",Dracula - JENNIE Remix,204303,2026-04-02,
61,She & Him,I Thought I Saw Your Face Today,204012,2026-04-02,
62,JENNIE,like JENNIE,200256,2026-04-02,
63,Bruno Mars,Talking to the Moon,198987,2026-04-02,
64,Madison Beer,bittersweet,198775,2026-04-02,
65,Anggis Devaki,Dirimu Yang Dulu,198140,2026-04-02,
66,Bruno Mars,When I Was Your Man,198028,2026-04-02,
67,Ifan Seventeen,Jangan Paksa Rindu - Beda,195833,2026-04-02,
68,Bruno Mars,Locked out of Heaven,195449,2026-04-02,
69,Natasya Sabella,Menerima Luka,193656,2026-04-02,
70,Ariana Grande,we can't be friends (wait for your love),191518,2026-04-02,
71,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),191049,2026-04-02,
72,Pamungkas,Monolog,191036,2026-04-02,
73,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,189225,2026-04-02,
74,BTS,No. 29,187775,2026-04-02,
75,Raim Laode,Lesung Pipi,186996,2026-04-02,
76,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,186971,2026-04-02,
77,Bruno Mars,That's What I Like,184869,2026-04-02,
78,D’MASIV,Cinta Ini Membunuhku,180462,2026-04-02,
79,One Direction,Night Changes,180433,2026-04-02,
80,"dia, Tenxi",SENCY,179974,2026-04-02,
